Class ID,Preferred Label,Synonyms,Definitions,API parent label,API parent combined definitions,API parent description,http://purl.org/dc/elements/1.1/description,http://www.w3.org/2000/01/rdf-schema#comment
http://purl.obolibrary.org/obo/UBERON_0001049,neural tube,tubus neuralis|presumptive central nervous system|neural primordium,"In the developing vertebrate, the neural tube is the embryo's precursor to the central nervous system, which comprises the brain and spinal cord. The neural groove gradually deepens as the neural folds become elevated, and ultimately the folds meet and coalesce in the middle line and convert the groove into a closed tube, the neural tube or neural canal (which strictly speaking is the center of the neural tube), the ectodermal wall of which forms the rudiment of the nervous system. [WP,unvetted].",future central nervous system,,Primordium that develops into the central nervous system.,,
http://purl.obolibrary.org/obo/ENVO_00002206,coal mine waste material,coal refuse|coal mine waste,,astronomical body part,,"Material parts of astronomical bodies generally have boundaries formed by discontinuities in qualities, composition, or other physical characterisitcs. These boundaries are sometimes sharp, and sometimes diffuse, with different classification systems and communities declaring varying thresholds (e.g. for where a shoreline, forest, or other entity begins and ends). However, some boundaries are declared by fiat - that is, by arbitrary human convention or decree - particularly by regulatory or other authorities and communities of practice. The classes in this hierarchy attempt to offer generalisable definitions that allow multiple classfiication systems to map to and interoperate through. If desired, we can create classes that declare thresholds used by a given authority or community under the more generic ones, annotated with source information.",,
http://purl.obolibrary.org/obo/ENVO_00000506,intermittently filled reservoir,intermittent reservoir,"A reservoir that is not permanently filled with water, at times being dry.",container of an intermittent water body,A depression which is is periodically filled with water when water supply exceeds evapotranspiration and bed seepage. ; ,A depression which is is periodically filled with water when water supply exceeds evapotranspiration and bed seepage.,,
http://purl.obolibrary.org/obo/ENVO_02000148,Haber-Bosch process,Haber process,A chemical engineering process that produces ammonia en masse via artificial nitrogen fixation.|This process is the primary synthetic means of producing fertilizer,chemical engineering process,"A planned process which has the intention of producing, consuming, or transforming materials via the execution of chemical reactions. ; ","A planned process which has the intention of producing, consuming, or transforming materials via the execution of chemical reactions.",,This process is the primary synthetic means of producing fertilizer
http://purl.obolibrary.org/obo/IAO_0000005,objective specification,,A directive information entity that describes an intended process endpoint. When part of a plan specification the concretization is realized in a planned process in which the bearer tries to effect the world so that the process endpoint is achieved.,directive information entity,,,,
http://purl.obolibrary.org/obo/FOODON_00001175,plant stem food product,,,plant food product,,,,
http://purl.obolibrary.org/obo/ENVO_01000704,hydrological evaporation,,"Hydrological evaporation is the evaporation of water, generally as part of a planetary water cycle.",evaporation,"Evaporation is a form of vaporisation which occurs when a portion of the surface layer of a liquid in contact with a gaseous material, which is not saturated with the evaporating substance, vaporises. ; ","Evaporation is a form of vaporisation which occurs when a portion of the surface layer of a liquid in contact with a gaseous material, which is not saturated with the evaporating substance, vaporises.",,
http://purl.obolibrary.org/obo/ENVO_03501104,recreational cruise ship,cruise ship,A boat which provides short-term residential and entertainment facilities to passengers.,boat,,A boat is a watercraft of any size which is able to float or plane on water.,,
http://purl.obolibrary.org/obo/UBERON_0035037,jaw epithelium,,,digestive tract epithelium,An epithelium that lines the lumen of the digestive tract. ; ,An epithelium that lines the lumen of the digestive tract.,,
http://purl.obolibrary.org/obo/CHEBI_27295,violaxanthin,,,epoxycarotenol,,,,
http://purl.obolibrary.org/obo/ENVO_01000805,globular star cluster,,"A group of gravitationally bound stars.|There is a need to account for open star clusters which are not gravitationally bound. This would need a superclass other than 'astronomical object', as currently defined.",astronomical object,An object which is composed of one or more gravitationally bound structures that are associated with a position in space. ; ,An object which is composed of one or more gravitationally bound structures that are associated with a position in space.,,"There is a need to account for open star clusters which are not gravitationally bound. This would need a superclass other than 'astronomical object', as currently defined."
http://purl.obolibrary.org/obo/ENVO_01000393,tropical lower montane forest,,A montane forest which is located in a region subject to tropical climate patterns modulated by sufficient elevation to encounter lower montane climatic patterns.,tropical forest,,A forest ecosystem which is subject to tropical climate conditions.,,
http://purl.obolibrary.org/obo/ENVO_00000153,headwater,source|headstream|drainage basin|stream|headwaters|HEADWATER,"The upper part of a river system, denoting the upper basin and source streams of a river.",compound astronomical body part,"A part of an astronomical body which is composed of a continuous medium bearing liquid, gaseous, and solid material in variable quantities. ; ","A part of an astronomical body which is composed of a continuous medium bearing liquid, gaseous, and solid material in variable quantities.",,
